School Name,School Type,School Level,Title 1 Eligible,Phone Number,Phone Type,Language,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,Share Name,Answers Created At, Feedback,
School 2,Public,6-12,TRUE,727-633-188,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:22,1,
School 2,Public,6-12,TRUE,353-855-128,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:24,1,
School 2,Public,6-12,TRUE,697-839-613,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:06,1,
School 2,Public,6-12,TRUE,765-600-050,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 14:41,1,
School 2,Public,6-12,TRUE,728-491-238,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 17:52,1,
School 2,Public,6-12,TRUE,948-036-836,mobile,English,0,0,0,0,0,0,0,0,0,1,0,1,0,0,TRUE,1/31/23 16:07,1,
School 2,Public,6-12,TRUE,993-393-432,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TRUE,1/31/23 16:19,1,
School 2,Public,6-12,TRUE,872-836-696,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:27,1,
School 2,Public,6-12,TRUE,216-353-385,mobile,English,0,0,0,0,0,0,0,0,0,1,0,1,0,0,TRUE,1/31/23 18:22,1,
School 2,Public,6-12,TRUE,886-051-650,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,2/1/23 11:34,1,
School 2,Public,6-12,TRUE,172-476-167,mobile,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,1/31/23 17:53,1,
School 2,Public,6-12,TRUE,179-209-431,mobile,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,2/1/23 16:51,1,
School 2,Public,6-12,TRUE,785-793-598,mobile,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,1/31/23 14:44,2,
School 2,Public,6-12,TRUE,783-059-007,undefined,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:01,2,
School 2,Public,6-12,TRUE,684-481-903,mobile,English,0,0,0,0,0,0,0,0,0,0,2,0,0,0,TRUE,1/31/23 19:07,2,
School 2,Public,6-12,TRUE,541-523-646,mobile,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,1/31/23 18:56,2,
School 2,Public,6-12,TRUE,590-303-507,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:12,2,
School 2,Public,6-12,TRUE,773-870-170,mobile,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TRUE,1/31/23 17:38,2,
School 2,Public,6-12,TRUE,522-954-699,mobile,English,0,0,0,0,0,0,0,1,0,0,1,0,0,0,TRUE,1/31/23 16:18,2,
School 2,Public,6-12,TRUE,495-273-437,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:12,2,
School 2,Public,6-12,TRUE,367-097-318,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 17:17,2,
School 2,Public,6-12,TRUE,576-189-373,mobile,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,2/1/23 4:31,2,
School 2,Public,6-12,TRUE,110-070-986,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 20:02,2,
School 2,Public,6-12,TRUE,753-504-146,mobile,Spanish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:07,2,
School 2,Public,6-12,TRUE,373-146-407,landline,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:14,2,
School 2,Public,6-12,TRUE,659-221-615,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:07,2,
School 2,Public,6-12,TRUE,400-459-777,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:22,2,
School 2,Public,6-12,TRUE,680-807-198,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:24,2,
School 2,Public,6-12,TRUE,860-359-209,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:06,2,
School 2,Public,6-12,TRUE,880-729-305,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:10,3,
School 2,Public,6-12,TRUE,536-537-408,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,1,0,TRUE,1/31/23 17:10,3,
School 2,Public,6-12,TRUE,192-957-658,mobile,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,1/31/23 16:29,3,
School 2,Public,6-12,TRUE,811-061-233,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 18:08,3,
School 2,Public,6-12,TRUE,206-286-434,landline,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 14:31,3,
School 2,Public,6-12,TRUE,263-209-878,landline,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 14:50,3,
School 2,Public,6-12,TRUE,732-765-670,mobile,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,1/31/23 16:35,3,
School 2,Public,6-12,TRUE,903-640-332,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:08,3,
School 2,Public,6-12,TRUE,862-282-474,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 19:32,3,
School 2,Public,6-12,TRUE,345-404-998,mobile,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,2/1/23 4:31,3,
School 2,Public,6-12,TRUE,192-444-610,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 18:06,3,
School 2,Public,6-12,TRUE,441-517-159,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:56,3,
School 2,Public,6-12,TRUE,563-985-700,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 14:41,3,
School 2,Public,6-12,TRUE,864-184-336,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 17:52,3,
School 2,Public,6-12,TRUE,304-144-469,mobile,English,0,0,0,0,0,0,0,0,0,1,0,1,0,0,TRUE,1/31/23 16:07,3,
School 2,Public,6-12,TRUE,191-970-166,mobile,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,1/31/23 14:44,3,
School 2,Public,6-12,TRUE,767-766-139,undefined,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:01,3,
School 2,Public,6-12,TRUE,582-470-669,mobile,English,0,0,0,0,0,0,0,0,0,0,2,0,0,0,TRUE,1/31/23 19:07,3,
School 2,Public,6-12,TRUE,193-876-221,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:22,3,
School 2,Public,6-12,TRUE,683-402-944,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:24,3,
School 2,Public,6-12,TRUE,610-031-894,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:05,4,
School 2,Public,6-12,TRUE,386-423-508,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 21:33,4,
School 2,Public,6-12,TRUE,481-895-909,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 21:08,4,
School 2,Public,6-12,TRUE,463-956-821,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 17:47,4,
School 2,Public,6-12,TRUE,442-896-280,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:08,4,
School 2,Public,6-12,TRUE,476-633-153,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:17,4,
School 2,Public,6-12,TRUE,343-655-501,mobile,Spanish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,2/1/23 9:23,4,
School 2,Public,6-12,TRUE,209-619-615,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TRUE,1/31/23 16:19,4,
School 2,Public,6-12,TRUE,993-952-643,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:27,4,
School 2,Public,6-12,TRUE,710-665-950,mobile,English,0,0,0,0,0,0,0,0,0,1,0,1,0,0,TRUE,1/31/23 18:22,4,
School 2,Public,6-12,TRUE,814-056-593,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,2/1/23 11:34,4,
School 2,Public,6-12,TRUE,338-124-743,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:10,4,
School 2,Public,6-12,TRUE,806-189-438,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,1,0,TRUE,1/31/23 17:10,4,
School 2,Public,6-12,TRUE,555-293-196,mobile,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TRUE,1/31/23 16:29,4,
School 2,Public,6-12,TRUE,344-519-829,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 18:08,4,
School 2,Public,6-12,TRUE,302-893-070,mobile,Spanish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:07,4,
School 2,Public,6-12,TRUE,921-892-191,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 14:41,4,
School 2,Public,6-12,TRUE,886-605-511,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 17:52,4,
School 2,Public,6-12,TRUE,794-279-843,mobile,English,0,0,0,0,0,0,0,0,0,0,2,0,0,0,TRUE,1/31/23 19:07,4,
School 2,Public,6-12,TRUE,588-159-543,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:24,4,
School 2,Public,6-12,TRUE,680-556-530,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 19:29,ALL,
School 2,Public,6-12,TRUE,952-581-503,mobile,English,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,1/31/23 16:06,ALL,
School 2,Public,6-12,TRUE,134-816-429,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 16:07,ALL,
School 2,Public,6-12,TRUE,500-793-686,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,2/1/23 6:27,ALL,
School 2,Public,6-12,TRUE,562-712-149,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 14:33,Blank,
School 2,Public,6-12,TRUE,858-227-587,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:26,Blank,
School 2,Public,6-12,TRUE,142-299-363,undefined,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,1/31/23 15:40,Blank,
School 2,Public,6-12,TRUE,775-945-307,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:08,Blank,
School 2,Public,6-12,TRUE,839-347-180,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:18,Blank,
School 2,Public,6-12,TRUE,645-372-887,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:07,Blank,
School 2,Public,6-12,TRUE,184-672-784,mobile,Spanish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,2/1/23 9:23,Blank,
School 2,Public,6-12,TRUE,256-580-077,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,1,TRUE,1/31/23 16:09,NA,
School 2,Public,6-12,TRUE,156-910-654,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:47,Other,Increase days off
School 2,Public,6-12,TRUE,262-785-204,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:47,Other,
School 3,Public,High School,FALSE,889-066-433,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 17:23,1,
School 3,Public,High School,FALSE,849-734-031,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 15:54,1,
School 3,Public,High School,FALSE,774-870-753,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 15:53,1,
School 3,Public,High School,FALSE,321-538-617,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:14,1,
School 3,Public,High School,FALSE,740-889-758,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 18:27,2,
School 3,Public,High School,FALSE,961-271-635,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:23,2,
School 3,Public,High School,FALSE,912-284-935,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 17:23,2,
School 3,Public,High School,FALSE,276-732-222,undefined,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 16:44,3,
School 3,Public,High School,FALSE,484-983-956,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 15:54,3,
School 3,Public,High School,FALSE,828-490-362,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 17:23,4,
School 3,Public,High School,FALSE,230-040-359,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 15:54,4,
School 3,Public,High School,FALSE,390-418-574,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 15:57,Blank,
School 3,Public,High School,FALSE,264-455-219,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 17:33,Blank,
School 3,Public,High School,FALSE,138-762-217,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 15:56,Blank,
School 3,Public,High School,FALSE,720-388-717,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 16:02,Blank,
School 3,Public,High School,FALSE,367-983-040,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 15:52,NA,
School 3,Public,High School,FALSE,754-834-709,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 16:12,OPT OUT,
School 3,Public,High School,FALSE,453-679-498,mobile,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,1/31/23 15:53,OPT OUT,
School 3,Public,High School,FALSE,233-799-810,mobile,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,1/31/23 15:57,OPT OUT,
School 3,Public,High School,FALSE,937-407-831,mobile,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TRUE,1/31/23 15:56,OPT OUT,
School 4,Public,Elementary School,TRUE,533-270-353,mobile,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,2/1/23 0:45,1,
School 4,Public,Elementary School,TRUE,504-577-299,mobile,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,2/1/23 0:45,1,
School 4,Public,Elementary School,TRUE,813-693-598,mobile,English,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,2/1/23 7:30,1,
School 4,Public,Elementary School,TRUE,530-407-326,mobile,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 19:55,1,
School 4,Public,Elementary School,TRUE,215-865-999,mobile,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:34,1,
School 4,Public,Elementary School,TRUE,727-448-680,mobile,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,2/1/23 8:50,1,
School 4,Public,Elementary School,TRUE,626-332-903,mobile,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:39,1,
School 4,Public,Elementary School,TRUE,462-890-919,mobile,English,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:27,1,
School 4,Public,Elementary School,TRUE,553-527-871,mobile,English,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:41,1,
School 4,Public,Elementary School,TRUE,850-437-492,mobile,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:20,2,
School 4,Public,Elementary School,TRUE,104-015-563,mobile,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,2/1/23 6:11,2,
School 4,Public,Elementary School,TRUE,699-382-103,mobile,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:00,2,
School 4,Public,Elementary School,TRUE,961-658-637,mobile,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,1/31/23 19:28,2,
School 4,Public,Elementary School,TRUE,133-663-515,mobile,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 15:55,2,
School 4,Public,Elementary School,TRUE,255-938-678,mobile,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,1/31/23 18:03,2,
School 4,Public,Elementary School,TRUE,121-479-863,mobile,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:54,2,
School 4,Public,Elementary School,TRUE,631-244-708,mobile,English,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,1/31/23 17:30,2,
School 4,Public,Elementary School,TRUE,983-549-890,mobile,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,2/1/23 0:45,2,
School 4,Public,Elementary School,TRUE,160-829-494,mobile,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,2/1/23 0:45,2,
School 4,Public,Elementary School,TRUE,598-816-302,mobile,English,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,2/1/23 7:30,2,
School 4,Public,Elementary School,TRUE,296-231-920,mobile,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:06,3,
School 4,Public,Elementary School,TRUE,751-129-330,mobile,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 15:58,3,
School 4,Public,Elementary School,TRUE,442-141-557,mobile,English,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,1/31/23 16:26,3,
School 4,Public,Elementary School,TRUE,685-521-947,mobile,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:31,3,
School 4,Public,Elementary School,TRUE,149-066-219,mobile,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:04,3,
School 4,Public,Elementary School,TRUE,966-111-233,mobile,English,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:07,3,
School 4,Public,Elementary School,TRUE,953-813-787,mobile,English,0,0,0,2,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:19,3,
School 4,Public,Elementary School,TRUE,230-514-521,mobile,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 19:55,3,
School 4,Public,Elementary School,TRUE,670-034-486,mobile,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:34,3,
School 4,Public,Elementary School,TRUE,167-854-541,mobile,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,2/1/23 8:50,3,
School 4,Public,Elementary School,TRUE,657-500-628,mobile,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:20,3,
School 4,Public,Elementary School,TRUE,553-300-988,mobile,English,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,2/1/23 7:30,3,
School 4,Public,Elementary School,TRUE,543-506-530,mobile,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:02,4,
School 4,Public,Elementary School,TRUE,888-100-225,mobile,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,2/1/23 6:11,4,
School 4,Public,Elementary School,TRUE,235-811-618,mobile,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:06,4,
School 4,Public,Elementary School,TRUE,672-029-387,mobile,English,1,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 19:55,4,
School 4,Public,Elementary School,TRUE,725-023-647,mobile,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 16:20,4,
School 4,Public,Elementary School,TRUE,627-662-892,mobile,English,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,1/31/23 21:19,ALL,
